UUID,Timestamp
7f809ad93430,10:30:00
7f809ad93430,10:37:05
7f809ad93490,10:30:00
7f809ad93490,11:20:00
7f809ad934f0,10:30:00
7f809ad934f0,11:20:00
7f809ad93550,10:30:00
7f809ad93550,11:10:00
7f809ad935b0,10:30:00
7f809ad935b0,11:15:00
7f809ad93610,10:30:00
7f809ad93610,10:37:30
7f809ad93670,10:30:00
7f809ad93670,11:15:00
7f809ad936d0,10:30:00
7f809ad936d0,11:10:00
7f809ad93730,10:30:00
7f809ad93730,11:30:00
7f809ad93790,10:30:00
7f809ad93790,10:37:50
7f809ad937f0,10:30:00
7f809ad937f0,11:40:00
7f809ad93850,10:30:00
7f809ad93850,11:20:00
7f809ad938b0,10:30:00
7f809ad938b0,11:10:00
7f809ad93910,10:30:00
7f809ad93910,11:20:00
7f809ad93970,10:30:00
7f809ad93970,10:38:15
7f809ad939d0,10:30:00
7f809ad939d0,11:15:00
7f809ad93a30,10:30:00
7f809ad93a30,10:38:25
7f809ad93a90,10:30:00
7f809ad93a90,10:38:30
7f809ad93af0,10:30:00
7f809ad93af0,11:40:00
7f809ad93b50,10:30:00
7f809ad93b50,11:40:00
7f809ad93bb0,10:30:00
7f809ad93bb0,11:20:00
7f809ad93c10,10:30:00
7f809ad93c10,11:40:00
7f809ad93c70,10:30:00
7f809ad93c70,11:10:00
7f809ad93cd0,10:30:00
7f809ad93cd0,11:20:00
7f809ad93d30,10:30:00
7f809ad93d30,11:15:00
7f809ad93d90,10:30:00
7f809ad93d90,11:20:00
7f809ad93df0,10:30:00
7f809ad93df0,10:39:15
7f809ad93e50,10:30:00
7f809ad93e50,11:15:00
7f809ad93eb0,10:30:00
7f809ad93eb0,11:10:00
7f809ad93f10,10:30:00
7f809ad93f10,10:39:30
7f809ad93f70,10:30:00
7f809ad93f70,11:30:00
7f809ad93fd0,10:30:00
7f809ad93fd0,11:30:00
7f809ad95070,10:30:00
7f809ad95070,10:39:45
7f809ad950d0,10:30:00
7f809ad950d0,11:40:00
7f809ad95130,10:30:00
7f809ad95130,11:20:00
7f809ad95190,10:30:00
7f809ad95190,11:30:00
7f809ad951f0,10:30:00
7f809ad951f0,11:15:00
7f809ad95250,10:30:00
7f809ad95250,11:40:00
7f809ad952b0,10:30:00
7f809ad952b0,10:40:15
7f809ad95310,10:30:00
7f809ad95310,11:20:00
7f809ad95370,10:30:00
7f809ad95370,11:40:00
7f809ad953d0,10:30:00
7f809ad953d0,11:20:00
7f809ad95430,10:30:00
7f809ad95430,11:20:00
7f809ad95490,10:30:00
7f809ad95490,11:10:00
7f809ad954f0,10:30:00
7f809ad954f0,10:40:45
7f809ad95550,10:30:00
7f809ad95550,11:15:00
7f809ad955b0,10:30:00
7f809ad955b0,11:15:00
7f809ad95610,10:30:00
7f809ad95610,11:20:00
7f809ad95670,10:30:00
7f809ad95670,11:10:00
7f809ad956d0,10:30:00
7f809ad956d0,11:20:00
7f809ad95730,10:30:00
7f809ad95730,11:10:00
7f809ad95790,10:30:00
7f809ad95790,11:15:00
7f809ad957f0,10:30:00
7f809ad957f0,11:40:00
7f809ad95850,10:30:00
7f809ad95850,11:20:00
7f809ad958b0,10:30:00
7f809ad958b0,11:10:00
7f809ad95910,10:30:00
7f809ad95910,11:15:00
7f809ad95970,10:30:00
7f809ad95970,11:30:00
7f809ad959d0,10:30:00
7f809ad959d0,11:20:00
7f809ad95a30,10:30:00
7f809ad95a30,11:30:00
7f809ad95a90,10:30:00
7f809ad95a90,11:30:00
7f809ad95af0,10:30:00
7f809ad95af0,11:20:00
7f809ad95b50,10:30:00
7f809ad95b50,11:20:00
7f809ad95bb0,10:30:00
7f809ad95bb0,10:42:15
7f809ad95c10,10:30:00
7f809ad95c10,10:42:20
7f809ad95c70,10:30:00
7f809ad95c70,11:20:00
7f809ad95cd0,10:30:00
7f809ad95cd0,10:42:30
7f809ad95d30,10:30:00
7f809ad95d30,10:42:35
7f809ad95d90,10:30:00
7f809ad95d90,11:20:00
7f809ad95df0,10:30:00
7f809ad95df0,10:42:45
7f809ad95e50,10:30:00
7f809ad95e50,11:10:00
7f809ad95eb0,10:30:00
7f809ad95eb0,11:20:00
7f809ad95f10,10:30:00
7f809ad95f10,10:43:00
7f809ad95f70,10:30:00
7f809ad95f70,11:40:00
7f809ad95fd0,10:30:00
7f809ad95fd0,10:43:10
7f809ad96070,10:30:00
7f809ad96070,10:43:15
7f809ad960d0,10:30:00
7f809ad960d0,10:43:20
7f809ad96130,10:30:00
7f809ad96130,11:20:00
7f809ad96190,10:30:00
7f809ad96190,11:10:00
7f809ad961f0,10:30:00
7f809ad961f0,11:30:00
7f809ad96250,10:30:00
7f809ad96250,11:40:00
7f809ad962b0,10:30:00
7f809ad962b0,11:10:00
7f809ad96310,10:30:00
7f809ad96310,11:10:00
7f809ad96370,10:30:00
7f809ad96370,10:43:55
7f809ad963d0,10:30:00
7f809ad963d0,11:20:00
7f809ad96430,10:30:00
7f809ad96430,11:30:00
7f809ad96490,10:30:00
7f809ad96490,10:44:10
7f809ad964f0,10:30:00
7f809ad964f0,10:44:15
7f809ad96550,10:30:00
7f809ad96550,10:44:20
7f809ad965b0,10:30:00
7f809ad965b0,11:30:00
7f809ad96610,10:30:00
7f809ad96610,11:20:00
7f809ad96670,10:30:00
7f809ad96670,10:44:35
7f809ad966d0,10:30:00
7f809ad966d0,11:30:00
7f809ad96730,10:30:00
7f809ad96730,11:40:00
7f809ad96790,10:30:00
7f809ad96790,11:15:00
7f809ad967f0,10:30:00
7f809ad967f0,11:10:00
7f809ad96850,10:30:00
7f809ad96850,11:20:00
7f809ad968b0,10:30:00
7f809ad968b0,11:20:00
7f809ad96910,10:30:00
7f809ad96910,10:45:10
7f809ad96970,10:30:00
7f809ad96970,11:20:00
7f809ad969d0,10:30:00
7f809ad969d0,10:45:20
7f809ad96a30,10:30:00
7f809ad96a30,11:20:00
7f809ad96a90,10:30:00
7f809ad96a90,10:45:30
7f809ad96af0,10:30:00
7f809ad96af0,11:40:00
7f809ad96b50,10:30:00
7f809ad96b50,11:15:00
7f809ad96bb0,10:30:00
7f809ad96bb0,10:45:45
7f809ad96c10,10:30:00
7f809ad96c10,11:15:00
7f809ad96c70,10:30:00
7f809ad96c70,10:45:55
7f809ad96cd0,10:30:00
7f809ad96cd0,11:40:00
7f809ad96d30,10:30:00
7f809ad96d30,11:20:00
7f809ad96d90,10:30:00
7f809ad96d90,10:46:10
7f809ad96df0,10:30:00
7f809ad96df0,11:30:00
7f809ad96e50,10:30:00
7f809ad96e50,11:10:00
7f809ad96eb0,10:30:00
7f809ad96eb0,11:20:00
7f809ad96f10,10:30:00
7f809ad96f10,11:30:00
7f809ad96f70,10:30:00
7f809ad96f70,11:20:00
7f809ad96fd0,10:30:00
7f809ad96fd0,11:40:00
7f809ad99070,10:30:00
7f809ad99070,11:20:00
7f809ad990d0,10:30:00
7f809ad990d0,11:30:00
7f809ad99130,10:30:00
7f809ad99130,10:46:55
7f809ad99190,10:30:00
7f809ad99190,11:20:00
7f809ad991f0,10:30:00
7f809ad991f0,10:47:05
7f809ad99250,10:30:00
7f809ad99250,11:15:00
7f809ad992b0,10:30:00
7f809ad992b0,10:47:15
7f809ad99310,10:30:00
7f809ad99310,11:30:00
7f809ad99370,10:30:00
7f809ad99370,11:20:00
7f809ad993d0,10:30:00
7f809ad993d0,10:47:30
7f809ad99430,10:30:00
7f809ad99430,11:10:00
7f809ad99490,10:30:00
7f809ad99490,11:30:00
7f809ad994f0,10:30:00
7f809ad994f0,11:30:00
7f809ad99550,10:30:00
7f809ad99550,11:20:00
7f809ad995b0,10:30:00
7f809ad995b0,10:47:55
7f809ad99610,10:30:00
7f809ad99610,10:48:00
7f809ad99670,10:30:00
7f809ad99670,11:30:00
7f809ad996d0,10:30:00
7f809ad996d0,10:48:10
7f809ad99730,10:30:00
7f809ad99730,11:30:00
7f809ad99790,10:30:00
7f809ad99790,11:30:00
7f809ad997f0,10:30:00
7f809ad997f0,10:48:25
7f809ad99850,10:30:00
7f809ad99850,11:15:00
7f809ad998b0,10:30:00
7f809ad998b0,10:48:35
7f809ad99910,10:30:00
7f809ad99910,10:48:40
7f809ad99970,10:30:00
7f809ad99970,10:48:45
7f809ad999d0,10:30:00
7f809ad999d0,11:15:00
7f809ad99a30,10:30:00
7f809ad99a30,10:48:55
7f809ad99a90,10:30:00
7f809ad99a90,10:49:00
7f809ad99af0,10:30:00
7f809ad99af0,11:20:00
7f809ad99b50,10:30:00
7f809ad99b50,11:15:00
7f809ad99bb0,10:30:00
7f809ad99bb0,11:15:00
7f809ad99c10,10:30:00
7f809ad99c10,11:15:00
7f809ad99c70,10:30:00
7f809ad99c70,10:49:25
7f809ad99cd0,10:30:00
7f809ad99cd0,11:30:00
7f809ad99d30,10:30:00
7f809ad99d30,10:49:35
7f809ad99d90,10:30:00
7f809ad99d90,10:49:40
7f809ad99df0,10:30:00
7f809ad99df0,10:49:45
7f809ad99e50,10:30:00
7f809ad99e50,10:49:50
7f809ad99eb0,10:30:00
7f809ad99eb0,11:40:00
7f809ad99f10,10:30:00
7f809ad99f10,11:10:00
7f809ad99f70,10:30:00
7f809ad99f70,11:30:00
7f809ad99fd0,10:30:00
7f809ad99fd0,11:30:00
7f809ad9b070,10:30:00
7f809ad9b070,11:30:00
7f809ad9b0d0,10:30:00
7f809ad9b0d0,10:50:20
7f809ad9b130,10:30:00
7f809ad9b130,10:50:25
7f809ad9b190,10:30:00
7f809ad9b190,11:30:00
7f809ad9b1f0,10:30:00
7f809ad9b1f0,10:50:35
7f809ad9b250,10:30:00
7f809ad9b250,11:40:00
7f809ad9b2b0,10:30:00
7f809ad9b2b0,11:20:00
7f809ad9b310,10:30:00
7f809ad9b310,10:50:50
7f809ad9b370,10:30:00
7f809ad9b370,11:15:00
7f809ad9b3d0,10:30:00
7f809ad9b3d0,11:30:00
7f809ad9b430,10:30:00
7f809ad9b430,11:10:00
7f809ad9b490,10:30:00
7f809ad9b490,10:51:10
7f809ad9b4f0,10:30:00
7f809ad9b4f0,11:30:00
7f809ad9b550,10:30:00
7f809ad9b550,11:30:00
7f809ad9b5b0,10:30:00
7f809ad9b5b0,11:40:00
7f809ad9b610,10:30:00
7f809ad9b610,11:15:00
7f809ad9b670,10:30:00
7f809ad9b670,11:10:00
7f809ad9b6d0,10:30:00
7f809ad9b6d0,11:15:00
7f809ad9b730,10:30:00
7f809ad9b730,11:40:00
7f809ad9b790,10:30:00
7f809ad9b790,11:10:00
7f809ad9b7f0,10:30:00
7f809ad9b7f0,11:30:00
7f809ad9b850,10:30:00
7f809ad9b850,11:15:00
7f809ad9b8b0,10:30:00
7f809ad9b8b0,10:52:05
7f809ad9b910,10:30:00
7f809ad9b910,11:40:00
7f809ad9b970,10:30:00
7f809ad9b970,10:52:15
7f809ad9b9d0,10:30:00
7f809ad9b9d0,11:30:00
7f809ad9ba30,10:30:00
7f809ad9ba30,11:10:00
7f809ad9ba90,10:30:00
7f809ad9ba90,11:40:00
7f809ad9baf0,10:30:00
7f809ad9baf0,10:52:35
7f809ad9bb50,10:30:00
7f809ad9bb50,10:52:40
7f809ad9bbb0,10:30:00
7f809ad9bbb0,10:52:45
7f809ad9bc10,10:30:00
7f809ad9bc10,11:15:00
7f809ad9bc70,10:30:00
7f809ad9bc70,11:10:00
7f809ad9bcd0,10:30:00
7f809ad9bcd0,11:20:00
7f809ad9bd30,10:30:00
7f809ad9bd30,10:53:05
7f809ad9bd90,10:30:00
7f809ad9bd90,11:15:00
7f809ad9bdf0,10:30:00
7f809ad9bdf0,11:40:00
7f809ad9be50,10:30:00
7f809ad9be50,10:53:20
7f809ad9beb0,10:30:00
7f809ad9beb0,11:20:00
7f809ad9bf10,10:30:00
7f809ad9bf10,11:30:00
7f809ad9bf70,10:30:00
7f809ad9bf70,11:10:00
7f809ad9bfd0,10:30:00
7f809ad9bfd0,11:40:00
7f809ad9c070,10:30:00
7f809ad9c070,11:20:00
7f809ad9c0d0,10:30:00
7f809ad9c0d0,11:20:00
7f809ad9c130,10:30:00
7f809ad9c130,11:30:00
7f809ad9c190,10:30:00
7f809ad9c190,10:54:00
7f809ad9c1f0,10:30:00
7f809ad9c1f0,11:10:00
7f809ad9c250,10:30:00
7f809ad9c250,10:54:10
7f809ad9c2b0,10:30:00
7f809ad9c2b0,11:20:00
7f809ad9c310,10:30:00
7f809ad9c310,11:30:00
7f809ad9c370,10:30:00
7f809ad9c370,11:10:00
7f809ad9c3d0,10:30:00
7f809ad9c3d0,11:40:00
7f809ad9c430,10:30:00
7f809ad9c430,11:15:00
7f809ad9c490,10:30:00
7f809ad9c490,10:54:40
7f809ad9c4f0,10:30:00
7f809ad9c4f0,11:10:00
7f809ad9c550,10:30:00
7f809ad9c550,11:10:00
7f809ad9c5b0,10:30:00
7f809ad9c5b0,11:20:00
7f809ad9c610,10:30:00
7f809ad9c610,11:20:00
7f809ad9c670,10:30:00
7f809ad9c670,11:15:00
7f809ad9c6d0,10:30:00
7f809ad9c6d0,10:55:10
7f809ad9c730,10:30:00
7f809ad9c730,10:55:15
7f809ad9c790,10:30:00
7f809ad9c790,11:20:00
7f809ad9c7f0,10:30:00
7f809ad9c7f0,11:40:00
7f809ad9c850,10:30:00
7f809ad9c850,11:20:00
7f809ad9c8b0,10:30:00
7f809ad9c8b0,11:30:00
7f809ad9c910,10:30:00
7f809ad9c910,11:10:00
7f809ad9c970,10:30:00
7f809ad9c970,11:10:00
7f809ad9c9d0,10:30:00
7f809ad9c9d0,11:10:00
7f809ad9ca30,10:30:00
7f809ad9ca30,10:55:55
7f809ad9ca90,10:30:00
7f809ad9ca90,11:20:00
7f809ad9caf0,10:30:00
7f809ad9caf0,11:20:00
7f809ad9cb50,10:30:00
7f809ad9cb50,10:56:10
7f809ad9cbb0,10:30:00
7f809ad9cbb0,11:20:00
7f809ad9cc10,10:30:00
7f809ad9cc10,11:20:00
7f809ad9cc70,10:30:00
7f809ad9cc70,11:10:00
7f809ad9ccd0,10:30:00
7f809ad9ccd0,11:15:00
7f809ad9cd30,10:30:00
7f809ad9cd30,11:40:00
7f809ad9cd90,10:30:00
7f809ad9cd90,11:30:00
7f809ad9cdf0,10:30:00
7f809ad9cdf0,11:40:00
7f809ad9ce50,10:30:00
7f809ad9ce50,11:30:00
7f809ad9ceb0,10:30:00
7f809ad9ceb0,10:56:55
7f809ad9cf10,10:30:00
7f809ad9cf10,11:30:00
7f809ad9cf70,10:30:00
7f809ad9cf70,10:57:05
7f809ad9cfd0,10:30:00
7f809ad9cfd0,11:30:00
7f809ad9f070,10:30:00
7f809ad9f070,11:10:00
7f809ad9f0d0,10:30:00
7f809ad9f0d0,10:57:20
7f809ad9f130,10:30:00
7f809ad9f130,11:10:00
7f809ad9f190,10:30:00
7f809ad9f190,10:57:30
7f809ad9f1f0,10:30:00
7f809ad9f1f0,11:20:00
7f809ad9f250,10:30:00
7f809ad9f250,11:40:00
7f809ad9f2b0,10:30:00
7f809ad9f2b0,10:57:45
7f809ad9f310,10:30:00
7f809ad9f310,11:15:00
7f809ad9f370,10:30:00
7f809ad9f370,10:57:55
7f809ad9f3d0,10:30:00
7f809ad9f3d0,11:20:00
7f809ad9f430,10:30:00
7f809ad9f430,10:58:05
7f809ad9f490,10:30:00
7f809ad9f490,11:10:00
7f809ad9f4f0,10:30:00
7f809ad9f4f0,10:58:15
7f809ad9f550,10:30:00
7f809ad9f550,11:10:00
7f809ad9f5b0,10:30:00
7f809ad9f5b0,11:20:00
7f809ad9f610,10:30:00
7f809ad9f610,11:30:00
7f809ad9f670,10:30:00
7f809ad9f670,11:10:00
7f809ad9f6d0,10:30:00
7f809ad9f6d0,11:40:00
7f809ad9f730,10:30:00
7f809ad9f730,10:58:45
7f809ad9f790,10:30:00
7f809ad9f790,11:20:00
7f809ad9f7f0,10:30:00
7f809ad9f7f0,11:15:00
7f809ad9f850,10:30:00
7f809ad9f850,11:10:00
7f809ad9f8b0,10:30:00
7f809ad9f8b0,10:59:05
7f809ad9f910,10:30:00
7f809ad9f910,11:20:00
7f809ad9f970,10:30:00
7f809ad9f970,11:30:00
7f809ad9f9d0,10:30:00
7f809ad9f9d0,11:20:00
7f809ad9fa30,10:30:00
7f809ad9fa30,11:30:00
7f809ad9fa90,10:30:00
7f809ad9fa90,11:15:00
7f809ad9faf0,10:30:00
7f809ad9faf0,11:15:00
7f809ad9fb50,10:30:00
7f809ad9fb50,11:30:00
7f809ad9fbb0,10:30:00
7f809ad9fbb0,11:15:00
7f809ad9fc10,10:30:00
7f809ad9fc10,11:20:00
7f809ad9fc70,10:30:00
7f809ad9fc70,11:10:00
7f809ad9fcd0,10:30:00
7f809ad9fcd0,11:20:00
7f809ad9fd30,10:30:00
7f809ad9fd30,11:00:05
7f809ad9fd90,10:30:00
7f809ad9fd90,11:20:00
7f809ad9fdf0,10:30:00
7f809ad9fdf0,11:30:00
7f809ad9fe50,10:30:00
7f809ad9fe50,11:40:00
7f809ad9feb0,10:30:00
7f809ad9feb0,11:00:25
7f809ad9ff10,10:30:00
7f809ad9ff10,11:15:00
7f809ad9ff70,10:30:00
7f809ad9ff70,11:10:00
7f809ad9ffd0,10:30:00
7f809ad9ffd0,11:10:00
7f809ada1070,10:30:00
7f809ada1070,11:00:45
7f809ada10d0,10:30:00
7f809ada10d0,11:30:00
7f809ada1130,10:30:00
7f809ada1130,11:00:55
7f809ada1190,10:30:00
7f809ada1190,11:01:00
7f809ada11f0,10:30:00
7f809ada11f0,11:10:00
7f809ada1250,10:30:00
7f809ada1250,11:30:00
7f809ada12b0,10:30:00
7f809ada12b0,11:01:15
7f809ada1310,10:30:00
7f809ada1310,11:10:00
7f809ada1370,10:30:00
7f809ada1370,11:10:00
7f809ada13d0,10:30:00
7f809ada13d0,11:10:00
7f809ada1430,10:30:00
7f809ada1430,11:10:00
7f809ada1490,10:30:00
7f809ada1490,11:40:00
7f809ada14f0,10:30:00
7f809ada14f0,11:15:00
7f809ada1550,10:30:00
7f809ada1550,11:10:00
7f809ada15b0,10:30:00
7f809ada15b0,11:40:00
7f809ada1610,10:30:00
7f809ada1610,11:15:00
7f809ada1670,10:30:00
7f809ada1670,11:20:00
7f809ada16d0,10:30:00
7f809ada16d0,11:10:00
7f809ada1730,10:30:00
7f809ada1730,11:20:00
7f809ada1790,10:30:00
7f809ada1790,11:30:00
7f809ada17f0,10:30:00
7f809ada17f0,11:10:00
7f809ada1850,10:30:00
7f809ada1850,11:20:00
7f809ada18b0,10:30:00
7f809ada18b0,11:02:35
7f809ada1910,10:30:00
7f809ada1910,11:20:00
7f809ada1970,10:30:00
7f809ada1970,11:15:00
7f809ada19d0,10:30:00
7f809ada19d0,11:30:00
7f809ada1a30,10:30:00
7f809ada1a30,11:40:00
7f809ada1a90,10:30:00
7f809ada1a90,11:40:00
7f809ada1af0,10:30:00
7f809ada1af0,11:20:00
7f809ada1b50,10:30:00
7f809ada1b50,11:10:00
7f809ada1bb0,10:30:00
7f809ada1bb0,11:10:00
7f809ada1c10,10:30:00
7f809ada1c10,11:03:20
7f809ada1c70,10:30:00
7f809ada1c70,11:10:00
7f809ada1cd0,10:30:00
7f809ada1cd0,11:10:00
7f809ada1d30,10:30:00
7f809ada1d30,11:10:00
7f809ada1d90,10:30:00
7f809ada1d90,11:03:40
7f809ada1df0,10:30:00
7f809ada1df0,11:10:00
7f809ada1e50,10:30:00
7f809ada1e50,11:30:00
7f809ada1eb0,10:30:00
7f809ada1eb0,11:20:00
7f809ada1f10,10:30:00
7f809ada1f10,11:15:00
7f809ada1f70,10:30:00
7f809ada1f70,11:40:00
7f809ada1fd0,10:30:00
7f809ada1fd0,11:40:00
7f809ada2070,10:30:00
7f809ada2070,11:04:15
7f809ada20d0,10:30:00
7f809ada20d0,11:40:00
7f809ada2130,10:30:00
7f809ada2130,11:04:25
7f809ada2190,10:30:00
7f809ada2190,11:40:00
7f809ada21f0,10:30:00
7f809ada21f0,11:40:00
7f809ada2250,10:30:00
7f809ada2250,11:30:00
7f809ada22b0,10:30:00
7f809ada22b0,11:15:00
7f809ada2310,10:30:00
7f809ada2310,11:04:50
7f809ada2370,10:30:00
7f809ada2370,11:20:00
7f809ada23d0,10:30:00
7f809ada23d0,11:15:00
7f809ada2430,10:30:00
7f809ada2430,11:15:00
7f809ada2490,10:30:00
7f809ada2490,11:05:10
7f809ada24f0,10:30:00
7f809ada24f0,11:30:00
7f809ada2550,10:30:00
7f809ada2550,11:15:00
7f809ada25b0,10:30:00
7f809ada25b0,11:15:00
7f809ada2610,10:30:00
7f809ada2610,11:20:00
7f809ada2670,10:30:00
7f809ada2670,11:20:00
7f809ada26d0,10:30:00
7f809ada26d0,11:40:00
7f809ada2730,10:30:00
7f809ada2730,11:05:45
7f809ada2790,10:30:00
7f809ada2790,11:05:50
7f809ada27f0,10:30:00
7f809ada27f0,11:10:00
7f809ada2850,10:30:00
7f809ada2850,11:06:00
7f809ada28b0,10:30:00
7f809ada28b0,11:06:05
7f809ada2910,10:30:00
7f809ada2910,11:20:00
7f809ada2970,10:30:00
7f809ada2970,11:06:15
7f809ada29d0,10:30:00
7f809ada29d0,11:30:00
7f809ada2a30,10:30:00
7f809ada2a30,11:06:25
7f809ada2a90,10:30:00
7f809ada2a90,11:30:00
7f809ada2af0,10:30:00
7f809ada2af0,11:06:35
7f809ada2b50,10:30:00
7f809ada2b50,11:20:00
7f809ada2bb0,10:30:00
7f809ada2bb0,11:30:00
7f809ada2c10,10:30:00
7f809ada2c10,11:15:00
7f809ada2c70,10:30:00
7f809ada2c70,11:06:55
7f809ada2cd0,10:30:00
7f809ada2cd0,11:10:00
7f809ada2d30,10:30:00
7f809ada2d30,11:10:00
7f809ada2d90,10:30:00
7f809ada2d90,11:20:00
7f809ada2df0,10:30:00
7f809ada2df0,11:30:00
7f809ada2e50,10:30:00
7f809ada2e50,11:07:20
7f809ada2eb0,10:30:00
7f809ada2eb0,11:40:00
7f809ada2f10,10:30:00
7f809ada2f10,11:07:30
7f809ada2f70,10:30:00
7f809ada2f70,11:40:00
7f809ada2fd0,10:30:00
7f809ada2fd0,11:30:00
7f809ada5070,10:30:00
7f809ada5070,11:20:00
7f809ada50d0,10:30:00
7f809ada50d0,11:10:00
7f809ada5130,10:30:00
7f809ada5130,11:15:00
7f809ada5190,10:30:00
7f809ada5190,11:08:00
7f809ada51f0,10:30:00
7f809ada51f0,11:30:00
7f809ada5250,10:30:00
7f809ada5250,11:08:10
7f809ada52b0,10:30:00
7f809ada52b0,11:15:00
7f809ada5310,10:30:00
7f809ada5310,11:08:20
7f809ada5370,10:30:00
7f809ada5370,11:20:00
7f809ada53d0,10:30:00
7f809ada53d0,11:40:00
7f809ada5430,10:30:00
7f809ada5430,11:10:00
7f809ada5490,10:30:00
7f809ada5490,11:10:00
7f809ada54f0,10:30:00
7f809ada54f0,11:20:00
7f809ada5550,10:30:00
7f809ada5550,11:08:50
7f809ada55b0,10:30:00
7f809ada55b0,11:40:00
7f809ada5610,10:30:00
7f809ada5610,11:09:00
7f809ada5670,10:30:00
7f809ada5670,11:30:00
7f809ada56d0,10:30:00
7f809ada56d0,11:10:00
7f809ada5730,10:30:00
