info,timestamp
1TPIP79X1G7KPPQAA5,11:33:28 AM
1TPHJ4PX1G9MPIAAF8,11:34:00 AM
1TPBB3SX1G9GP87AF8,11:34:02 AM
1TOOANRX157ODAOAFI,11:38:27 AM
1TP4RKRX1G9ANN5AFE,11:38:29 AM
1TOU1N4X1G577LSAFH,11:39:28 AM
1TOVPRBX1654Q72NFD,11:39:30 AM
1TPAV8OX1FUFUK5AAJ,11:39:44 AM
1TP60R0X1G87B82AFR,11:40:05 AM
1TPEF65X1G5CFU8AF2,11:40:10 AM
1TP48NKX1G9RLNDAF4,11:41:29 AM
1TP8R2GX1G8R260AFJ,11:42:29 AM
1TOR0K3X15C50CHAFB,11:42:32 AM
1TOOVAAX1DTE4N7AFS,11:42:45 AM
1TP4I84X1GAQ8O6AF2,11:43:31 AM
1TP7LHLX1G3SJVFAFX,11:43:52 AM
1TOUUPRX1GA7RNFAF1,11:45:36 AM
1TOR9ELX1GB1M59AFE,11:45:38 AM
1TP96UBX1542M5CAF3,11:45:42 AM
1TPBK7VX1G7ML02NFT,11:46:46 AM
1TOP4CVX1648BNAAFM,11:46:48 AM
1TP7O3HX1D3RSA3AFE,11:46:51 AM
1TPFLMOX1E04ULUAFP,11:47:23 AM
1TPK3D3X1993VNTAFX,11:47:33 AM
1TOTS3UX1G91E57AF0,11:47:36 AM
1TP7JQQX1G0VK64VFA,11:47:43 AM
1TP8SHKX1G49M34NAQ,11:47:50 AM
1TPDI86X1GBANIEAAD,11:48:01 AM
1TP30KQX160MLP9AMS,11:48:52 AM
1TP7HG2X1G8KT8FAA5,11:48:57 AM
1TOS6JAX15T18FMNA9,11:48:59 AM
1TOPDGVX1FV7566AMR,11:49:39 AM
1TOST5MX1G8OAN3AML,11:49:49 AM
1TP2EUSX168KO0UAAL,11:50:07 AM
1TP0GURX1GAQIGJAA7,11:50:21 AM
1TP2VVBX1G60H1DAAO,11:50:24 AM
1TP0AJRX1GAQQ6QAA0,11:50:26 AM
1TPIHBHX1G7LFTEAAI,11:50:28 AM
1TP41HAX161GQMDAAQ,11:50:30 AM
1TPFDCRX1G4TUEKAA1,11:50:31 AM
1TPILFNX1G9BRLNAME,11:50:33 AM
1TOPSEFX1G4ML0JAA1,11:50:50 AM
1TOQ088X1FJG293AME,11:51:22 AM
1TPKSBHX153I8B5AA6,11:52:21 AM
1TOQODBX15T09LGAAG,11:52:23 AM
1TOQHVPX1G413AUAFE,11:54:54 AM
1TP76C5X1G5TVK4AFR,11:54:57 AM
1TOQCPJX1GARDMLASR,11:55:22 AM
1TPG0FEX15KPMNDAF7,11:57:17 AM
1TPDUIOX1FTNBFFAF6,11:57:19 AM
1TP5UA0X1FSK9S0AFU,11:57:20 AM
1TP5OR1X11HTBLPAF8,11:57:22 AM
1TPJFRQX1FR9LG8AF6,11:57:25 AM
1TP3880X1FKUVPTAF9,11:57:26 AM
1TOP224X1G901E4AFH,11:58:18 AM
1TP9VEAX1G97Q5CAF4,11:58:22 AM
1TOSI0CX1GBE773AF3,12:02:38 PM
1TORDUJX1G2ND48VF5,12:03:02 PM
1TPEF58X16DOG6NAF8,12:05:45 PM
1TP0IN8X1FUIKF8AFC,12:06:15 PM
1TOSN00X1E2M95QAFC,12:06:18 PM
1TP4I84X1GAQ8O6AF2,12:06:52 PM
1TOUUPRX1GA7RNFAF1,12:06:54 PM
1TOR9ELX1GB1M59AFE,12:06:57 PM
1TP4S5JX1G93MVMAMS,12:06:58 PM
1TP96UBX1542M5CAF3,12:07:01 PM
1TOV3RFX1GA3Q2QAA5,12:07:34 PM
1TP3L86X1GCCTEGAAW,12:07:36 PM
1TP9NADX1FJ6S4EAFK,12:08:03 PM
1TOUG8HX15582UUAFA,12:08:11 PM
1TP6PFIX11UF3G0AFH,12:08:12 PM
1TPKSBHX153I8B5AA6,12:08:21 PM
1TOQODBX15T09LGAAG,12:08:24 PM
1TP26NVX1GAE7C0AFU,12:08:36 PM
1TP4BC4X1G8U2M4AME,12:08:37 PM
1TONBUSX15B6NN7AF3,12:08:38 PM
1TONHO4X1GADP9KAFF,12:08:42 PM
1TOTO6MX1FVMUERAMK,12:08:48 PM
1TP3FVBX1G5IURKASS,12:09:53 PM
1TONI70X1G7B344ASY,12:09:56 PM
1TP7V8TX1GCH82FAF2,12:11:18 PM
1TPBV8NX1G83QCCAFB,12:11:19 PM
1TPK7PDX1G6NB3EAFS,12:11:25 PM
1TOTMOOX1DOISTCNFL,12:11:27 PM
1TPBK7VX1G7ML02NFT,12:11:30 PM
1TOP4CVX1648BNAAFM,12:11:32 PM
1TORFMSX1FPCLTSAML,12:11:38 PM
1TP0EPIX19SBMR1AFC,12:11:44 PM
1TOOH2OX1BGJQPQAFA,12:11:59 PM
1TP1RGUX1G867KAAFP,12:12:31 PM
1TPACGTX1G9FPB0VMQ,12:12:59 PM
1TP3ANBX1G4JPHQAF5,12:13:01 PM
1TP2AJGX1GAIJCQAFW,12:13:03 PM
1TP7LTTX1G8L0BGAMQ,12:13:05 PM
1TP688KX1GA324IAF9,12:13:10 PM
1TP00U4X1GA20MJAMP,12:13:34 PM
1TPDP18X1DPUR48AFC,12:15:21 PM
1TPIN9PX168FICNASG,12:15:45 PM
1TPGJHHX1E73MFNAFI,12:16:58 PM
1TOR00PX12IBL5PAFR,12:17:05 PM
1TOOO91X19AH4V7AF5,12:17:06 PM
1TP76C5X1G5TVK4AFR,12:25:14 PM
1TOQHVPX1G413AUAFE,12:25:17 PM
1TPD1FUX1G6NBC4ASN,12:25:43 PM
1TP7RLUX12V8LR3ASG,12:25:45 PM
1TP5UN5X1G901C1AFY,12:28:45 PM
1TOPOK1X1G9EICMAFL,12:28:47 PM
1TPGQCLX1GARJMIAF7,12:28:50 PM
1TPGTIDX1G4RS66AF2,12:29:03 PM
1TPCB4SX1G2IU1CAFZ,12:30:24 PM
1TONBJLX1G2L2ICAFM,12:30:31 PM
1TP6O7HX1ERL682AFM,12:30:33 PM
1TPE0BTX1G1OHVHAFL,12:30:35 PM
1TP1VI8X0VVN5VQAFH,12:30:37 PM
1TONFIVX1G6UHJVVM5,12:30:52 PM
1TP4KIIX1FPKSUPAF4,12:30:54 PM
1TPIS1SX1G1ENOVAFH,12:30:55 PM
1TP0TFRX1G0OAEPAF1,12:31:03 PM
1TP6D4VX1FI8DHOAF2,12:31:15 PM
1TP5UA0X1FSK9S0AFU,12:31:28 PM
1TP3880X1FKUVPTAF9,12:31:33 PM
1TP5OR1X11HTBLPAF8,12:31:35 PM
1TPJFRQX1FR9LG8AF6,12:31:39 PM
1TPG0FEX15KPMNDAF7,12:31:40 PM
1TP0IN8X1FUIKF8AFC,12:31:43 PM
1TPDUIOX1FTNBFFAF6,12:31:44 PM
1TOSN00X1E2M95QAFC,12:31:56 PM
1TON5PHX165G1I3VF7,12:41:37 PM
1TP6JV0X16NCAQMVF1,12:41:39 PM
1TOU65UX1EQA9P7ASS,12:45:45 PM
1TONHO4X1GADP9KAFF,12:47:53 PM
1TP4BC4X1G8U2M4AME,12:47:55 PM
1TP26NVX1GAE7C0AFU,12:47:57 PM
1TOTO6MX1FVMUERAMK,12:47:59 PM
1TONBUSX15B6NN7AF3,12:48:01 PM
1TOQRMRX1E6GA4KAF6,12:50:34 PM
1TORHEEX1FT1PPNAFX,12:50:37 PM
